user_id,signup_date,engagement_week,retained_users,total_retained_users
12849,"2014-05-22 18:10:00",20,1,672
12850,"2014-05-22 18:24:00",20,1,672
12852,"2014-05-22 20:54:00",20,1,672
12853,"2014-05-22 19:37:00",20,1,672
12856,"2014-05-22 06:25:00",20,1,672
12859,"2014-05-22 12:24:00",20,1,672
12864,"2014-05-22 11:00:00",20,1,672
12865,"2014-05-22 22:16:00",20,1,672
12867,"2014-05-22 15:33:00",20,1,672
12872,"2014-05-22 15:28:00",20,1,672
12874,"2014-05-22 09:12:00",20,1,672
12875,"2014-05-22 21:04:00",20,1,672
12879,"2014-05-22 18:45:00",20,1,672
12880,"2014-05-22 23:39:00",20,1,672
12881,"2014-05-22 05:00:00",20,1,672
12882,"2014-05-22 09:11:00",20,1,672
12883,"2014-05-22 12:25:00",20,1,672
12887,"2014-05-22 15:43:00",20,1,672
12888,"2014-05-22 16:32:00",20,1,672
12889,"2014-05-22 13:05:00",20,1,672
12890,"2014-05-22 12:06:00",20,1,672
12891,"2014-05-22 10:02:00",20,1,672
12893,"2014-05-22 08:30:00",20,1,672
12894,"2014-05-22 17:45:00",20,1,672
12897,"2014-05-22 16:27:00",20,1,672
12899,"2014-05-22 12:29:00",20,1,672
12900,"2014-05-22 10:38:00",20,1,672
12902,"2014-05-22 17:10:00",20,1,672
12903,"2014-05-22 13:20:00",20,1,672
12904,"2014-05-22 13:12:00",20,1,672
12907,"2014-05-22 13:33:00",20,1,672
12910,"2014-05-22 07:49:00",20,1,672
12911,"2014-05-22 18:55:00",20,1,672
12912,"2014-05-22 17:36:00",20,1,672
12915,"2014-05-23 21:35:00",20,1,672
12916,"2014-05-23 13:04:00",20,1,672
12918,"2014-05-23 17:25:00",20,1,672
12921,"2014-05-23 21:55:00",20,1,672
12924,"2014-05-23 14:28:00",20,1,672
12925,"2014-05-23 08:40:00",20,1,672
12927,"2014-05-23 19:23:00",20,1,672
12928,"2014-05-23 00:16:00",20,1,672
12929,"2014-05-23 12:52:00",20,1,672
12931,"2014-05-23 04:26:00",20,1,672
12934,"2014-05-23 19:08:00",20,1,672
12936,"2014-05-23 13:37:00",20,1,672
12937,"2014-05-23 10:56:00",20,1,672
12939,"2014-05-23 07:48:00",20,1,672
12942,"2014-05-23 11:15:00",20,1,672
12944,"2014-05-23 12:01:00",20,1,672
12945,"2014-05-23 11:12:00",20,1,672
12946,"2014-05-23 15:14:00",20,1,672
12949,"2014-05-23 09:01:00",20,1,672
12950,"2014-05-23 16:24:00",20,1,672
12955,"2014-05-23 17:51:00",20,1,672
12957,"2014-05-23 09:01:00",20,1,672
12959,"2014-05-23 12:08:00",20,1,672
12963,"2014-05-23 11:16:00",20,1,672
12964,"2014-05-23 09:03:00",20,1,672
12968,"2014-05-23 09:58:00",20,1,672
12969,"2014-05-23 14:39:00",20,1,672
12970,"2014-05-23 23:28:00",20,1,672
12971,"2014-05-23 12:18:00",20,1,672
12972,"2014-05-23 14:50:00",20,1,672
12973,"2014-05-23 06:27:00",20,1,672
12976,"2014-05-23 13:23:00",20,1,672
12977,"2014-05-23 13:02:00",20,1,672
12982,"2014-05-23 17:36:00",20,1,672
12985,"2014-05-24 10:26:00",20,1,672
12988,"2014-05-24 18:00:00",20,1,672
12992,"2014-05-24 09:51:00",20,1,672
12994,"2014-05-24 20:28:00",20,1,672
12995,"2014-05-24 07:32:00",20,1,672
12996,"2014-05-24 11:26:00",20,1,672
12997,"2014-05-24 21:59:00",20,1,672
12998,"2014-05-24 12:16:00",20,1,672
13003,"2014-05-24 16:32:00",20,1,672
13004,"2014-05-25 16:54:00",21,1,856
13005,"2014-05-25 14:33:00",21,1,856
13007,"2014-05-25 07:06:00",21,1,856
13010,"2014-05-25 21:46:00",21,1,856
13014,"2014-05-25 18:54:00",21,1,856
13015,"2014-05-25 18:45:00",21,1,856
13017,"2014-05-25 14:22:00",21,1,856
13020,"2014-05-25 15:47:00",21,1,856
13022,"2014-05-26 01:40:00",21,1,856
13023,"2014-05-26 16:29:00",21,1,856
13025,"2014-05-26 09:46:00",21,1,856
13029,"2014-05-26 22:40:00",21,1,856
13030,"2014-05-26 08:59:00",21,1,856
13034,"2014-05-26 08:05:00",21,1,856
13036,"2014-05-26 09:36:00",21,1,856
13041,"2014-05-26 18:25:00",21,1,856
13042,"2014-05-26 21:30:00",21,1,856
13044,"2014-05-26 15:21:00",21,1,856
13046,"2014-05-26 10:57:00",21,1,856
13047,"2014-05-26 07:20:00",21,1,856
13048,"2014-05-26 11:58:00",21,1,856
13049,"2014-05-26 13:44:00",21,1,856
13056,"2014-05-26 12:16:00",21,1,856
13059,"2014-05-26 04:15:00",21,1,856
13060,"2014-05-26 17:06:00",21,1,856
13065,"2014-05-26 15:39:00",21,1,856
13067,"2014-05-26 14:08:00",21,1,856
13072,"2014-05-26 15:04:00",21,1,856
13073,"2014-05-26 16:52:00",21,1,856
13074,"2014-05-26 14:51:00",21,1,856
13078,"2014-05-26 12:19:00",21,1,856
13079,"2014-05-26 17:39:00",21,1,856
13084,"2014-05-27 12:24:00",21,1,856
13088,"2014-05-27 10:39:00",21,1,856
13093,"2014-05-27 08:08:00",21,1,856
13098,"2014-05-27 17:34:00",21,1,856
13099,"2014-05-27 10:26:00",21,1,856
13100,"2014-05-27 18:58:00",21,1,856
13101,"2014-05-27 07:50:00",21,1,856
13102,"2014-05-27 09:09:00",21,1,856
13104,"2014-05-27 15:26:00",21,1,856
13105,"2014-05-27 19:25:00",21,1,856
13108,"2014-05-27 09:27:00",21,1,856
13110,"2014-05-27 07:57:00",21,1,856
13111,"2014-05-27 22:27:00",21,1,856
13112,"2014-05-27 17:45:00",21,1,856
13113,"2014-05-27 18:23:00",21,1,856
13114,"2014-05-27 18:50:00",21,1,856
13115,"2014-05-27 13:20:00",21,1,856
13117,"2014-05-27 16:43:00",21,1,856
13118,"2014-05-27 04:16:00",21,1,856
13119,"2014-05-27 15:50:00",21,1,856
13121,"2014-05-27 09:33:00",21,1,856
13122,"2014-05-27 16:43:00",21,1,856
13127,"2014-05-27 07:49:00",21,1,856
13128,"2014-05-27 15:13:00",21,1,856
13129,"2014-05-27 16:50:00",21,1,856
13132,"2014-05-27 13:54:00",21,1,856
13134,"2014-05-27 08:35:00",21,1,856
13137,"2014-05-27 10:01:00",21,1,856
13139,"2014-05-27 13:15:00",21,1,856
13140,"2014-05-27 11:39:00",21,1,856
13141,"2014-05-27 14:37:00",21,1,856
13143,"2014-05-27 08:52:00",21,1,856
13144,"2014-05-28 17:36:00",21,1,856
13145,"2014-05-28 17:22:00",21,1,856
13146,"2014-05-28 18:41:00",21,1,856
13147,"2014-05-28 16:35:00",21,1,856
13148,"2014-05-28 13:06:00",21,1,856
13151,"2014-05-28 14:01:00",21,1,856
13152,"2014-05-28 17:50:00",21,1,856
13154,"2014-05-28 15:50:00",21,1,856
13156,"2014-05-28 08:23:00",21,1,856
13158,"2014-05-28 11:40:00",21,1,856
13160,"2014-05-28 07:41:00",21,1,856
13161,"2014-05-28 14:52:00",21,1,856
13162,"2014-05-28 22:00:00",21,1,856
13164,"2014-05-28 19:36:00",21,1,856
13165,"2014-05-28 18:37:00",21,1,856
13172,"2014-05-28 11:28:00",21,1,856
13173,"2014-05-28 16:08:00",21,1,856
13174,"2014-05-28 15:41:00",21,1,856
13175,"2014-05-28 14:00:00",21,1,856
13177,"2014-05-28 16:12:00",21,1,856
13178,"2014-05-28 16:49:00",21,1,856
13179,"2014-05-28 12:26:00",21,1,856
13183,"2014-05-28 11:48:00",21,1,856
13184,"2014-05-28 04:38:00",21,1,856
13186,"2014-05-28 00:10:00",21,1,856
13190,"2014-05-28 08:42:00",21,1,856
13191,"2014-05-28 09:05:00",21,1,856
13192,"2014-05-28 04:13:00",21,1,856
13195,"2014-05-28 12:40:00",21,1,856
13198,"2014-05-28 17:28:00",21,1,856
13200,"2014-05-28 16:14:00",21,1,856
13201,"2014-05-28 07:08:00",21,1,856
13202,"2014-05-28 15:45:00",21,1,856
13204,"2014-05-28 11:23:00",21,1,856
13205,"2014-05-28 18:41:00",21,1,856
13209,"2014-05-28 17:57:00",21,1,856
13211,"2014-05-28 08:40:00",21,1,856
13214,"2014-05-29 05:43:00",21,1,856
13215,"2014-05-29 18:14:00",21,1,856
13216,"2014-05-29 11:11:00",21,1,856
13220,"2014-05-29 10:40:00",21,1,856
13221,"2014-05-29 23:45:00",21,1,856
13223,"2014-05-29 07:43:00",21,1,856
13225,"2014-05-29 07:05:00",21,1,856
13226,"2014-05-29 07:07:00",21,1,856
13227,"2014-05-29 17:14:00",21,1,856
13229,"2014-05-29 14:32:00",21,1,856
13232,"2014-05-29 09:14:00",21,1,856
13233,"2014-05-29 13:09:00",21,1,856
13235,"2014-05-29 12:29:00",21,1,856
13236,"2014-05-29 16:10:00",21,1,856
13238,"2014-05-29 10:53:00",21,1,856
13240,"2014-05-29 18:56:00",21,1,856
13243,"2014-05-29 02:32:00",21,1,856
13244,"2014-05-29 09:46:00",21,1,856
13245,"2014-05-29 08:10:00",21,1,856
13246,"2014-05-29 17:52:00",21,1,856
13247,"2014-05-29 10:03:00",21,1,856
13248,"2014-05-29 11:52:00",21,1,856
13249,"2014-05-29 08:43:00",21,1,856
13252,"2014-05-29 13:50:00",21,1,856
13255,"2014-05-29 07:48:00",21,1,856
13256,"2014-05-29 09:42:00",21,1,856
13258,"2014-05-29 10:00:00",21,1,856
13261,"2014-05-29 17:18:00",21,1,856
13262,"2014-05-29 22:19:00",21,1,856
13263,"2014-05-29 15:55:00",21,1,856
13267,"2014-05-29 16:45:00",21,1,856
13269,"2014-05-29 09:34:00",21,1,856
13270,"2014-05-29 13:24:00",21,1,856
13272,"2014-05-30 09:18:00",21,1,856
13273,"2014-05-30 07:18:00",21,1,856
13275,"2014-05-30 18:38:00",21,1,856
13277,"2014-05-30 05:49:00",21,1,856
13278,"2014-05-30 12:42:00",21,1,856
13279,"2014-05-30 13:53:00",21,1,856
13280,"2014-05-30 12:02:00",21,1,856
13285,"2014-05-30 14:02:00",21,1,856
13286,"2014-05-30 08:20:00",21,1,856
13288,"2014-05-30 06:13:00",21,1,856
13290,"2014-05-30 04:41:00",21,1,856
13291,"2014-05-30 11:12:00",21,1,856
13292,"2014-05-30 17:26:00",21,1,856
13293,"2014-05-30 07:54:00",21,1,856
13299,"2014-05-30 12:09:00",21,1,856
13300,"2014-05-30 17:15:00",21,1,856
13301,"2014-05-30 17:49:00",21,1,856
13302,"2014-05-30 16:20:00",21,1,856
13303,"2014-05-30 18:08:00",21,1,856
13305,"2014-05-30 15:59:00",21,1,856
13308,"2014-05-30 22:44:00",21,1,856
13311,"2014-05-30 15:03:00",21,1,856
13312,"2014-05-30 17:58:00",21,1,856
13315,"2014-05-30 13:09:00",21,1,856
13317,"2014-05-30 18:47:00",21,1,856
13319,"2014-05-30 11:31:00",21,1,856
13322,"2014-05-30 12:43:00",21,1,856
13324,"2014-05-30 10:23:00",21,1,856
13325,"2014-05-30 18:06:00",21,1,856
13328,"2014-05-30 16:00:00",21,1,856
13329,"2014-05-30 14:43:00",21,1,856
13330,"2014-05-30 15:27:00",21,1,856
13333,"2014-05-30 16:37:00",21,1,856
13335,"2014-05-30 11:47:00",21,1,856
13337,"2014-05-30 01:05:00",21,1,856
13338,"2014-05-30 07:26:00",21,1,856
13341,"2014-05-30 15:10:00",21,1,856
13342,"2014-05-30 12:55:00",21,1,856
13344,"2014-05-30 12:10:00",21,1,856
13346,"2014-05-31 17:13:00",21,1,856
13347,"2014-05-31 09:09:00",21,1,856
13348,"2014-05-31 10:13:00",21,1,856
13350,"2014-05-31 11:42:00",21,1,856
13352,"2014-05-31 17:10:00",21,1,856
13353,"2014-05-31 10:24:00",21,1,856
13357,"2014-05-31 13:18:00",21,1,856
13359,"2014-05-31 08:39:00",21,1,856
13362,"2014-05-31 17:33:00",21,1,856
13363,"2014-05-31 08:36:00",21,1,856
13365,"2014-06-01 15:45:00",22,1,1052
13366,"2014-06-01 21:03:00",22,1,1052
13367,"2014-06-01 15:19:00",22,1,1052
13369,"2014-06-01 14:40:00",22,1,1052
13372,"2014-06-01 09:52:00",22,1,1052
13377,"2014-06-01 14:01:00",22,1,1052
13378,"2014-06-01 10:17:00",22,1,1052
13383,"2014-06-01 09:18:00",22,1,1052
13384,"2014-06-01 14:12:00",22,1,1052
13385,"2014-06-01 16:56:00",22,1,1052
13387,"2014-06-01 15:26:00",22,1,1052
13393,"2014-06-02 16:13:00",22,1,1052
13394,"2014-06-02 09:38:00",22,1,1052
13395,"2014-06-02 10:00:00",22,1,1052
13396,"2014-06-02 21:10:00",22,1,1052
13397,"2014-06-02 06:45:00",22,1,1052
13398,"2014-06-02 13:51:00",22,1,1052
13399,"2014-06-02 11:52:00",22,1,1052
13400,"2014-06-02 15:43:00",22,1,1052
13405,"2014-06-02 14:40:00",22,1,1052
13406,"2014-06-02 12:48:00",22,1,1052
13408,"2014-06-02 20:40:00",22,1,1052
13409,"2014-06-02 12:19:00",22,1,1052
13411,"2014-06-02 21:06:00",22,1,1052
13412,"2014-06-02 14:11:00",22,1,1052
13417,"2014-06-02 18:29:00",22,1,1052
13419,"2014-06-02 10:40:00",22,1,1052
13420,"2014-06-02 02:07:00",22,1,1052
13422,"2014-06-02 12:22:00",22,1,1052
13425,"2014-06-02 14:51:00",22,1,1052
13427,"2014-06-02 16:22:00",22,1,1052
13432,"2014-06-02 21:15:00",22,1,1052
13434,"2014-06-02 15:13:00",22,1,1052
13438,"2014-06-02 23:48:00",22,1,1052
13439,"2014-06-02 08:59:00",22,1,1052
13440,"2014-06-02 12:28:00",22,1,1052
13441,"2014-06-02 13:40:00",22,1,1052
13443,"2014-06-02 06:17:00",22,1,1052
13444,"2014-06-02 06:59:00",22,1,1052
13448,"2014-06-02 10:21:00",22,1,1052
13452,"2014-06-02 12:11:00",22,1,1052
13453,"2014-06-02 18:48:00",22,1,1052
13454,"2014-06-02 15:07:00",22,1,1052
13456,"2014-06-02 09:56:00",22,1,1052
13461,"2014-06-03 15:07:00",22,1,1052
13462,"2014-06-03 10:00:00",22,1,1052
13464,"2014-06-03 10:18:00",22,1,1052
13466,"2014-06-03 07:05:00",22,1,1052
13468,"2014-06-03 09:10:00",22,1,1052
13469,"2014-06-03 17:48:00",22,1,1052
13470,"2014-06-03 08:34:00",22,1,1052
13471,"2014-06-03 15:00:00",22,1,1052
13475,"2014-06-03 11:01:00",22,1,1052
13478,"2014-06-03 13:09:00",22,1,1052
13480,"2014-06-03 09:18:00",22,1,1052
13482,"2014-06-03 15:26:00",22,1,1052
13483,"2014-06-03 14:39:00",22,1,1052
13484,"2014-06-03 19:11:00",22,1,1052
13486,"2014-06-03 09:26:00",22,1,1052
13488,"2014-06-03 14:56:00",22,1,1052
13490,"2014-06-03 12:07:00",22,1,1052
13492,"2014-06-03 11:53:00",22,1,1052
13494,"2014-06-03 12:49:00",22,1,1052
13495,"2014-06-03 08:36:00",22,1,1052
13496,"2014-06-03 15:12:00",22,1,1052
13497,"2014-06-03 18:10:00",22,1,1052
13498,"2014-06-03 04:37:00",22,1,1052
13506,"2014-06-03 15:32:00",22,1,1052
13508,"2014-06-03 08:40:00",22,1,1052
13509,"2014-06-03 10:47:00",22,1,1052
13511,"2014-06-03 12:13:00",22,1,1052
13514,"2014-06-03 22:45:00",22,1,1052
13516,"2014-06-03 10:42:00",22,1,1052
13520,"2014-06-04 10:18:00",22,1,1052
13521,"2014-06-04 19:08:00",22,1,1052
13522,"2014-06-04 09:47:00",22,1,1052
13523,"2014-06-04 16:22:00",22,1,1052
13526,"2014-06-04 09:21:00",22,1,1052
13527,"2014-06-04 12:25:00",22,1,1052
13528,"2014-06-04 10:32:00",22,1,1052
13531,"2014-06-04 15:18:00",22,1,1052
13532,"2014-06-04 10:18:00",22,1,1052
13533,"2014-06-04 10:41:00",22,1,1052
13534,"2014-06-04 01:09:00",22,1,1052
13539,"2014-06-04 11:37:00",22,1,1052
13541,"2014-06-04 17:01:00",22,1,1052
13542,"2014-06-04 15:19:00",22,1,1052
13543,"2014-06-04 14:19:00",22,1,1052
13547,"2014-06-04 01:50:00",22,1,1052
13548,"2014-06-04 12:50:00",22,1,1052
13549,"2014-06-04 21:56:00",22,1,1052
13550,"2014-06-04 00:39:00",22,1,1052
13551,"2014-06-04 18:33:00",22,1,1052
13552,"2014-06-04 09:12:00",22,1,1052
13553,"2014-06-04 13:46:00",22,1,1052
13555,"2014-06-04 14:05:00",22,1,1052
13556,"2014-06-04 14:08:00",22,1,1052
13557,"2014-06-04 17:36:00",22,1,1052
13563,"2014-06-04 19:42:00",22,1,1052
13564,"2014-06-04 13:07:00",22,1,1052
13565,"2014-06-04 17:38:00",22,1,1052
13569,"2014-06-04 15:09:00",22,1,1052
13570,"2014-06-04 20:42:00",22,1,1052
13572,"2014-06-04 12:26:00",22,1,1052
13575,"2014-06-04 16:11:00",22,1,1052
13576,"2014-06-04 13:45:00",22,1,1052
13577,"2014-06-04 18:18:00",22,1,1052
13578,"2014-06-04 10:25:00",22,1,1052
13579,"2014-06-04 17:39:00",22,1,1052
13580,"2014-06-04 13:58:00",22,1,1052
13581,"2014-06-04 14:36:00",22,1,1052
13583,"2014-06-04 14:39:00",22,1,1052
13584,"2014-06-04 15:52:00",22,1,1052
13585,"2014-06-04 17:42:00",22,1,1052
13586,"2014-06-04 17:17:00",22,1,1052
13589,"2014-06-04 11:45:00",22,1,1052
13590,"2014-06-04 19:50:00",22,1,1052
13591,"2014-06-05 17:20:00",22,1,1052
13592,"2014-06-05 16:57:00",22,1,1052
13594,"2014-06-05 18:25:00",22,1,1052
13595,"2014-06-05 20:42:00",22,1,1052
13600,"2014-06-05 00:29:00",22,1,1052
13605,"2014-06-05 09:55:00",22,1,1052
13608,"2014-06-05 11:18:00",22,1,1052
13612,"2014-06-05 15:18:00",22,1,1052
13613,"2014-06-05 18:25:00",22,1,1052
13617,"2014-06-05 08:05:00",22,1,1052
13618,"2014-06-05 06:19:00",22,1,1052
13621,"2014-06-05 19:46:00",22,1,1052
13623,"2014-06-05 13:19:00",22,1,1052
13624,"2014-06-05 17:40:00",22,1,1052
13625,"2014-06-05 20:06:00",22,1,1052
13627,"2014-06-05 11:38:00",22,1,1052
13630,"2014-06-05 11:46:00",22,1,1052
13631,"2014-06-05 09:30:00",22,1,1052
13632,"2014-06-05 15:16:00",22,1,1052
13640,"2014-06-05 18:01:00",22,1,1052
13641,"2014-06-05 15:55:00",22,1,1052
13644,"2014-06-05 13:17:00",22,1,1052
13648,"2014-06-05 09:03:00",22,1,1052
13649,"2014-06-05 17:05:00",22,1,1052
13653,"2014-06-05 06:40:00",22,1,1052
13654,"2014-06-05 10:09:00",22,1,1052
13655,"2014-06-05 08:46:00",22,1,1052
13658,"2014-06-05 15:35:00",22,1,1052
13659,"2014-06-05 08:47:00",22,1,1052
13660,"2014-06-05 17:52:00",22,1,1052
13662,"2014-06-05 10:06:00",22,1,1052
13666,"2014-06-05 14:39:00",22,1,1052
13667,"2014-06-06 09:23:00",22,1,1052
13671,"2014-06-06 10:22:00",22,1,1052
13672,"2014-06-06 17:49:00",22,1,1052
13674,"2014-06-06 12:56:00",22,1,1052
13676,"2014-06-06 13:50:00",22,1,1052
13680,"2014-06-06 08:48:00",22,1,1052
13681,"2014-06-06 12:38:00",22,1,1052
13684,"2014-06-06 13:45:00",22,1,1052
13685,"2014-06-06 21:12:00",22,1,1052
13686,"2014-06-06 09:17:00",22,1,1052
13687,"2014-06-06 13:28:00",22,1,1052
13688,"2014-06-06 16:18:00",22,1,1052
13691,"2014-06-06 11:44:00",22,1,1052
13693,"2014-06-06 08:12:00",22,1,1052
13694,"2014-06-06 19:15:00",22,1,1052
13696,"2014-06-06 13:41:00",22,1,1052
13697,"2014-06-06 16:08:00",22,1,1052
13698,"2014-06-06 09:30:00",22,1,1052
13699,"2014-06-06 17:51:00",22,1,1052
13701,"2014-06-06 15:05:00",22,1,1052
13702,"2014-06-06 10:14:00",22,1,1052
13704,"2014-06-06 16:53:00",22,1,1052
13706,"2014-06-06 15:41:00",22,1,1052
13709,"2014-06-06 18:17:00",22,1,1052
13710,"2014-06-06 16:42:00",22,1,1052
13711,"2014-06-06 00:29:00",22,1,1052
13713,"2014-06-06 11:05:00",22,1,1052
13719,"2014-06-06 15:55:00",22,1,1052
13720,"2014-06-06 07:00:00",22,1,1052
13721,"2014-06-06 11:05:00",22,1,1052
13723,"2014-06-06 11:48:00",22,1,1052
13726,"2014-06-06 18:02:00",22,1,1052
13727,"2014-06-06 17:52:00",22,1,1052
13729,"2014-06-06 07:31:00",22,1,1052
13731,"2014-06-06 14:27:00",22,1,1052
13732,"2014-06-06 16:29:00",22,1,1052
13733,"2014-06-06 22:14:00",22,1,1052
13734,"2014-06-06 18:01:00",22,1,1052
13737,"2014-06-06 10:08:00",22,1,1052
13741,"2014-06-07 19:26:00",22,1,1052
13742,"2014-06-07 15:32:00",22,1,1052
13743,"2014-06-07 08:38:00",22,1,1052
13744,"2014-06-07 09:06:00",22,1,1052
13747,"2014-06-07 15:39:00",22,1,1052
13750,"2014-06-07 16:22:00",22,1,1052
13754,"2014-06-07 06:40:00",22,1,1052
13755,"2014-06-07 20:44:00",22,1,1052
13757,"2014-06-08 15:39:00",23,1,1248
13759,"2014-06-08 16:31:00",23,1,1248
13761,"2014-06-08 18:21:00",23,1,1248
13762,"2014-06-08 12:16:00",23,1,1248
13763,"2014-06-08 14:57:00",23,1,1248
13764,"2014-06-08 09:30:00",23,1,1248
13765,"2014-06-08 19:45:00",23,1,1248
13766,"2014-06-08 13:43:00",23,1,1248
13769,"2014-06-08 07:22:00",23,1,1248
13773,"2014-06-08 15:04:00",23,1,1248
13775,"2014-06-08 11:23:00",23,1,1248
13776,"2014-06-08 19:36:00",23,1,1248
13778,"2014-06-09 11:15:00",23,1,1248
13782,"2014-06-09 18:07:00",23,1,1248
13783,"2014-06-09 07:51:00",23,1,1248
13784,"2014-06-09 14:05:00",23,1,1248
13785,"2014-06-09 14:41:00",23,1,1248
13787,"2014-06-09 02:26:00",23,1,1248
13789,"2014-06-09 09:35:00",23,1,1248
13790,"2014-06-09 11:17:00",23,1,1248
13793,"2014-06-09 06:36:00",23,1,1248
13797,"2014-06-09 15:22:00",23,1,1248
13798,"2014-06-09 16:21:00",23,1,1248
13799,"2014-06-09 14:21:00",23,1,1248
13804,"2014-06-09 07:16:00",23,1,1248
13809,"2014-06-09 14:21:00",23,1,1248
13810,"2014-06-09 13:02:00",23,1,1248
13818,"2014-06-09 17:19:00",23,1,1248
13819,"2014-06-09 14:00:00",23,1,1248
13821,"2014-06-09 09:58:00",23,1,1248
13823,"2014-06-09 13:58:00",23,1,1248
13824,"2014-06-09 15:31:00",23,1,1248
13825,"2014-06-09 16:34:00",23,1,1248
13826,"2014-06-09 17:34:00",23,1,1248
13827,"2014-06-09 18:25:00",23,1,1248
13830,"2014-06-09 13:09:00",23,1,1248
13832,"2014-06-09 16:03:00",23,1,1248
13833,"2014-06-09 18:42:00",23,1,1248
13834,"2014-06-09 16:40:00",23,1,1248
13835,"2014-06-09 15:14:00",23,1,1248
13839,"2014-06-09 16:35:00",23,1,1248
13841,"2014-06-09 10:38:00",23,1,1248
13842,"2014-06-09 15:12:00",23,1,1248
13843,"2014-06-09 16:48:00",23,1,1248
13845,"2014-06-09 18:05:00",23,1,1248
13847,"2014-06-09 18:10:00",23,1,1248
13849,"2014-06-10 14:50:00",23,1,1248
13851,"2014-06-10 01:16:00",23,1,1248
13853,"2014-06-10 14:16:00",23,1,1248
13858,"2014-06-10 18:38:00",23,1,1248
13859,"2014-06-10 16:41:00",23,1,1248
13860,"2014-06-10 19:10:00",23,1,1248
13871,"2014-06-10 16:21:00",23,1,1248
13874,"2014-06-10 16:44:00",23,1,1248
13882,"2014-06-10 14:22:00",23,1,1248
13884,"2014-06-10 14:06:00",23,1,1248
13887,"2014-06-10 12:36:00",23,1,1248
13888,"2014-06-10 09:40:00",23,1,1248
13892,"2014-06-10 19:03:00",23,1,1248
13894,"2014-06-10 20:41:00",23,1,1248
13895,"2014-06-10 09:46:00",23,1,1248
13896,"2014-06-10 06:12:00",23,1,1248
13897,"2014-06-10 04:46:00",23,1,1248
13898,"2014-06-10 17:29:00",23,1,1248
13899,"2014-06-10 08:34:00",23,1,1248
13900,"2014-06-10 13:04:00",23,1,1248
13902,"2014-06-10 12:05:00",23,1,1248
13907,"2014-06-10 10:46:00",23,1,1248
13908,"2014-06-10 12:10:00",23,1,1248
13910,"2014-06-10 03:52:00",23,1,1248
13918,"2014-06-10 08:08:00",23,1,1248
13919,"2014-06-10 09:33:00",23,1,1248
13920,"2014-06-10 07:50:00",23,1,1248
13922,"2014-06-10 03:00:00",23,1,1248
13923,"2014-06-11 10:50:00",23,1,1248
13924,"2014-06-11 14:09:00",23,1,1248
13925,"2014-06-11 15:19:00",23,1,1248
13928,"2014-06-11 07:19:00",23,1,1248
13930,"2014-06-11 12:34:00",23,1,1248
13932,"2014-06-11 12:28:00",23,1,1248
13933,"2014-06-11 07:19:00",23,1,1248
13938,"2014-06-11 09:23:00",23,1,1248
13940,"2014-06-11 15:09:00",23,1,1248
13941,"2014-06-11 16:42:00",23,1,1248
13942,"2014-06-11 22:39:00",23,1,1248
13945,"2014-06-11 18:08:00",23,1,1248
13947,"2014-06-11 12:06:00",23,1,1248
13948,"2014-06-11 10:58:00",23,1,1248
13955,"2014-06-11 21:35:00",23,1,1248
13956,"2014-06-11 20:11:00",23,1,1248
13957,"2014-06-11 12:26:00",23,1,1248
13960,"2014-06-11 02:39:00",23,1,1248
13961,"2014-06-11 00:10:00",23,1,1248
13962,"2014-06-11 13:19:00",23,1,1248
13964,"2014-06-11 10:59:00",23,1,1248
13968,"2014-06-11 10:33:00",23,1,1248
13970,"2014-06-11 10:06:00",23,1,1248
13973,"2014-06-11 17:10:00",23,1,1248
13974,"2014-06-11 13:15:00",23,1,1248
13976,"2014-06-11 17:00:00",23,1,1248
13977,"2014-06-11 08:48:00",23,1,1248
13978,"2014-06-11 15:17:00",23,1,1248
13979,"2014-06-11 17:35:00",23,1,1248
13982,"2014-06-11 09:17:00",23,1,1248
13984,"2014-06-11 01:35:00",23,1,1248
13985,"2014-06-11 11:46:00",23,1,1248
13989,"2014-06-11 18:09:00",23,1,1248
13992,"2014-06-11 05:01:00",23,1,1248
13995,"2014-06-11 09:48:00",23,1,1248
13996,"2014-06-11 12:21:00",23,1,1248
14000,"2014-06-11 16:33:00",23,1,1248
14003,"2014-06-12 18:26:00",23,1,1248
14005,"2014-06-12 23:08:00",23,1,1248
14007,"2014-06-12 09:36:00",23,1,1248
14008,"2014-06-12 18:07:00",23,1,1248
14009,"2014-06-12 07:23:00",23,1,1248
14011,"2014-06-12 16:51:00",23,1,1248
14012,"2014-06-12 03:36:00",23,1,1248
14013,"2014-06-12 15:36:00",23,1,1248
14016,"2014-06-12 13:08:00",23,1,1248
14018,"2014-06-12 14:29:00",23,1,1248
14019,"2014-06-12 15:11:00",23,1,1248
14024,"2014-06-12 14:10:00",23,1,1248
14026,"2014-06-12 15:30:00",23,1,1248
14027,"2014-06-12 18:00:00",23,1,1248
14028,"2014-06-12 09:47:00",23,1,1248
14029,"2014-06-12 10:33:00",23,1,1248
14032,"2014-06-12 12:47:00",23,1,1248
14033,"2014-06-12 11:58:00",23,1,1248
14035,"2014-06-12 00:38:00",23,1,1248
14037,"2014-06-12 11:52:00",23,1,1248
14038,"2014-06-12 03:09:00",23,1,1248
14039,"2014-06-12 11:53:00",23,1,1248
14040,"2014-06-12 08:13:00",23,1,1248
14041,"2014-06-12 15:02:00",23,1,1248
14042,"2014-06-12 11:55:00",23,1,1248
14043,"2014-06-12 17:50:00",23,1,1248
